name,packaging,inn,atc,distributor,releasable_by,shortage,releasable
Afstyla 500 IU powder and solvent solution for injection 1 x 15 ml in HDPE tank,1 x 15 ml in HDPE tank,oxymetazoline,R01AA05,'Bayer Hungária Kft.,VN,1,1
Afstyla 1000 IU Dust and Solvent Solution for Injection 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,lonoctocog alfa,B02BD02,'CSL Behring GmbH,Sz,0,1
Afstyla 1500 IU powder and solvent solution for injection 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,lonoctocog alfa,B02BD02,'CSL Behring GmbH,Sz,0,1
Afstyla 2000 IU powder and solvent solution for injection 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,lonoctocog alfa,B02BD02,'CSL Behring GmbH,Sz,0,1
Afstyla 2500 IU powder and solvent solution for injection 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,lonoctocog alfa,B02BD02,'CSL Behring GmbH,Sz,0,1
Afstyla 3000 IU powder and solvent solution for injection 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,lonoctocog alfa,B02BD02,'CSL Behring GmbH,Sz,0,1
"AGARICUS (Amanita Muscaria, Agaricus Muscarius) Balls (2ch) 1 x - dust glass+solvent glass",1 x - dust glass+solvent glass,lonoctocog alfa,B02BD02,'CSL Behring GmbH,Sz,0,1
"AGARICUS (Amanita Muscaria, Agaricus Muscarius) Balls (5ch) 1 x - dust glass+solvent glass",1 x - dust glass+solvent glass,lonoctocog alfa,B02BD02,'CSL Behring GmbH,Sz,0,1
"AGARICUS (Amanita Muscaria, Agaricus Muscarius) Balls (6ch) 1 x 4 g unit dose",1 x 4 g unit dose,,,'BOIRON,VN,0,1
"AGARICUS (Amanita Muscaria, Agaricus Muscarius) Balls (9ch) 1 x 4 g unit dose",1 x 4 g unit dose,,,'BOIRON,VN,0,1
"AGARICUS (Amanita Muscaria, Agaricus Muscarius) Balls (12ch) 1 x 4 g unit dose",1 x 4 g unit dose,,,'BOIRON,VN,0,1
"AGARICUS (Amanita Muscaria, Agaricus Muscarius) Balls (15ch) 1 x 4 g unit dose",1 x 4 g unit dose,,,'BOIRON,VN,0,1
"AGARICUS (Amanita Muscaria, Agaricus Muscarius) Balls (30ch) 1 x 4 g unit dose",1 x 4 g unit dose,,,'BOIRON,VN,0,1
"AGARICUS (Amanita Muscaria, Agaricus Muscarius) Balls (200ch) 1 x 4 g unit dose",1 x 4 g unit dose,,,'BOIRON,VN,0,1
Agartha 50 mg tablets 1 x 4 g unit dose,1 x 4 g unit dose,,,'BOIRON,VN,0,1
Agartha 50 mg tablets 28 x - in bubble packaging,28 x - in bubble packaging,vildagliptin,A10BH02,'Richter Gedeon Nyrt.,V,0,1
Agartha 50 mg tablets 30 x - in bubble packaging,30 x - in bubble packaging,vildagliptin,A10BH02,'Richter Gedeon Nyrt.,V,0,1
Agartha 50 mg tablets 56 x - in bubble packaging,56 x - in bubble packaging,vildagliptin,A10BH02,'Richter Gedeon Nyrt.,V,0,1
Agartha 50 mg tablets 112 x - in bubble packaging,112 x - in bubble packaging,vildagliptin,A10BH02,'Richter Gedeon Nyrt.,V,0,1
Agartha 50 mg tablets 180 x - in bubble packaging,180 x - in bubble packaging,vildagliptin,A10BH02,'Richter Gedeon Nyrt.,V,0,1
Agartha Duo 50 mg/850 mg film -coated tablets 60 x - in bubble packaging,60 x - in bubble packaging,vildagliptin,A10BH02,'Richter Gedeon Nyrt.,V,0,1
Agartha Duo 50 mg/850 mg film -coated tablets 120 x - in bubble packaging,120 x - in bubble packaging,vildagliptin,A10BH02,'Richter Gedeon Nyrt.,V,0,1
Agartha Duo 50 mg/850 mg film -coated tablets 30 x - in bubble packaging,30 x - in bubble packaging,vildagliptin; metformin hydrochloride,A10BD08,'Richter Gedeon Nyrt.,J,0,1
Agartha Duo 50 mg/1000 mg film -coated tablets 2 x 60 - in bubble packaging,2 x 60 - in bubble packaging,vildagliptin; metformin hydrochloride,A10BD08,'Richter Gedeon Nyrt.,J,0,1
Agartha Duo 50 mg/1000 mg film -coated tablets 3 x 60 - in bubble packaging,3 x 60 - in bubble packaging,vildagliptin; metformin hydrochloride,A10BD08,'Richter Gedeon Nyrt.,J,0,1
Agartha Duo 50 mg/1000 mg film -coated tablets 30 x - in bubble packaging,30 x - in bubble packaging,vildagliptin; metformin hydrochloride,A10BD08,'Richter Gedeon Nyrt.,J,0,1
Agartha Duo 50 mg/1000 mg film -coated tablets 60 x - in bubble packaging,60 x - in bubble packaging,vildagliptin; metformin hydrochloride,A10BD08,'Richter Gedeon Nyrt.,J,0,1
Aggrastat 0.25 mg/ml concentrate for solution infusion 2 x 60 - in bubble packaging,2 x 60 - in bubble packaging,vildagliptin; metformin hydrochloride,A10BD08,'Richter Gedeon Nyrt.,J,0,1
Aglandin 0.5 mg/0.4 mg hard capsules 3 x 60 - in bubble packaging,3 x 60 - in bubble packaging,vildagliptin; metformin hydrochloride,A10BD08,'Richter Gedeon Nyrt.,J,0,1
Aglandin 0.5 mg/0.4 mg hard capsules 1 x 50 ml in vial,1 x 50 ml in vial,tirofiban,B01AC17,'Correvio ,I,0,1
Agnucaston Forte 20 mg film -coated tablets 30 x - HDPE container,30 x - HDPE container,dutasteride; tamsulosin hydrochloride,G04CA52,'G.L. Pharma GmbH,J,0,1
Agnucaston Forte 20 mg film -coated tablets 90 x - HDPE container,90 x - HDPE container,dutasteride; tamsulosin hydrochloride,G04CA52,'G.L. Pharma GmbH,J,0,1
Agnucaston Forte 20 mg film -coated tablets 30 x - in bubble packaging,30 x - in bubble packaging,Vitex agnus-castus,G02CX03,'Bionorica SE,VN,0,1
Agomelalatin Anpharm 25 mg film -coated tablets 60 x - in bubble packaging,60 x - in bubble packaging,Vitex agnus-castus,G02CX03,'Bionorica SE,VN,0,1
Agomelalatin Anpharm 25 mg film -coated tablets 90 x - in bubble packaging,90 x - in bubble packaging,Vitex agnus-castus,G02CX03,'Bionorica SE,VN,0,1
Agomelalatin Anpharm 25 mg film -coated tablets 14 x - in bubble packaging,14 x - in bubble packaging,agomelatine,N06AX22,'Anpharm S.A.,V,0,1
Agomelalatin Anpharm 25 mg film -coated tablets 28 x - in bubble packaging,28 x - in bubble packaging,agomelatine,N06AX22,'Anpharm S.A.,V,0,1
Agomelalatin Anpharm 25 mg film -coated tablets 56 x - in bubble packaging,56 x - in bubble packaging,agomelatine,N06AX22,'Anpharm S.A.,V,0,1
Agomelalatin Anpharm 25 mg film -coated tablets 84 x - in bubble packaging,84 x - in bubble packaging,agomelatine,N06AX22,'Anpharm S.A.,V,0,1
Agomelaton G.L. Pharma 25 mg film -coated tablets 98 x - in bubble packaging,98 x - in bubble packaging,agomelatine,N06AX22,'Anpharm S.A.,V,0,1
Agomelaton G.L. Pharma 25 mg film -coated tablets 100 x - in bubble packaging,100 x - in bubble packaging,agomelatine,N06AX22,'Anpharm S.A.,V,0,1
Agomelalatin mylan 25 mg film -coated tablets 28 x - in bubble packaging,28 x - in bubble packaging,agomelatine,N06AX22,'G.L. Pharma GmbH,V,0,1
Agomelalatin Teva 25 mg film -coated tablets 30 x - in bubble packaging,30 x - in bubble packaging,agomelatine,N06AX22,'G.L. Pharma GmbH,V,0,1
Agomelalatin Teva 25 mg film -coated tablets 28 x - in bubble packaging,28 x - in bubble packaging,agomelatine,N06AX22,'Viatris Ltd.,V,0,1
Aimovig 70 mg solution injection in a pre -filled syringe 28 x - in bubble packaging,28 x - in bubble packaging,agomelatine,N06AX22,'Teva B.V.,V,0,1
Aimovig 70 mg of solution injection in a pre -filled injection pen 56 x - in bubble packaging,56 x - in bubble packaging,agomelatine,N06AX22,'Teva B.V.,V,0,1
Aimovig 70 mg of solution injection in a pre -filled injection pen 1 x 1 ml in a pre -filled syringe,1 x 1 ml in a pre -filled syringe,erenumab,N02CX07,'Novartis Europharm Ltd.,Sz,0,1
Aimovig 140 mg solution injection in a pre -filled syringe 1 x 1 ml in pre -filled injection pen,1 x 1 ml in pre -filled injection pen,erenumab,N02CX07,'Novartis Europharm Ltd.,Sz,0,1
Aimovig 140 mg of solution injection in a pre -filled injection pen (3x1) x 1 ml in a pre -filled injection pen,(3x1) x 1 ml in a pre -filled injection pen,erenumab,N02CX07,'Novartis Europharm Ltd.,Sz,0,1
Aimovig 140 mg of solution injection in a pre -filled injection pen 1 x 1 ml in a pre -filled syringe,1 x 1 ml in a pre -filled syringe,erenumab,N02CX07,'Novartis Europharm Ltd.,Sz,0,1
Airflusol Forespiro 50 micrograms/250 micrograms/dose 1 x 1 ml in pre -filled injection pen,1 x 1 ml in pre -filled injection pen,erenumab,N02CX07,'Novartis Europharm Ltd.,Sz,0,1
Airflusol Forespiro 50 micrograms/250 micrograms/dose (3x1) x 1 ml in a pre -filled injection pen,(3x1) x 1 ml in a pre -filled injection pen,erenumab,N02CX07,'Novartis Europharm Ltd.,Sz,0,1
Airflusol Forespiro 50 micrograms/250 micrograms/dose 1 x 60 doses of inhaler,1 x 60 doses of inhaler,salmeterol; fluticasone propionate,R03AK06,'Sandoz Hungária Kft.,V,0,1
Airflusol Forespiro 50 micrograms/500 micrograms/dose 2 x 60 doses of inhaler,2 x 60 doses of inhaler,salmeterol; fluticasone propionate,R03AK06,'Sandoz Hungária Kft.,V,0,1
Airflusol Forespiro 50 micrograms/500 micrograms/dose 3 x 60 doses of inhaler,3 x 60 doses of inhaler,salmeterol; fluticasone propionate,R03AK06,'Sandoz Hungária Kft.,V,0,1
Airflusol Forespiro 50 micrograms/500 micrograms/dose 1 x 60 doses of inhaler,1 x 60 doses of inhaler,salmeterol; fluticasone propionate,R03AK06,'Sandoz Hungária Kft.,V,0,1
Ajovy 225 mg solution injection in a pre -filled syringe 2 x 60 doses of inhaler,2 x 60 doses of inhaler,salmeterol; fluticasone propionate,R03AK06,'Sandoz Hungária Kft.,V,0,1
Ajovy 225 mg solution injection in a pre -filled syringe 3 x 60 doses of inhaler,3 x 60 doses of inhaler,salmeterol; fluticasone propionate,R03AK06,'Sandoz Hungária Kft.,V,0,1
Ajovy 225 mg solution injection in a pre -filled injection pen 1 x 1.5 ml of pre -filled syringe,1 x 1.5 ml of pre -filled syringe,fremanezumab,N02CD03,'TEVA GmbH,Sz,0,1
Ajovy 225 mg solution injection in a pre -filled injection pen 3 x 1.5 ml of pre -filled syringe,3 x 1.5 ml of pre -filled syringe,fremanezumab,N02CD03,'TEVA GmbH,Sz,0,1
Akineton 2 mg tablets 1 x 1.5 ml in pre -filled injection pen,1 x 1.5 ml in pre -filled injection pen,fremanezumab,N02CD03,'TEVA GmbH,Sz,0,1
Akinetone 5 mg/ml solution injection 3 x 1.5 ml of pre -filled injection pen,3 x 1.5 ml of pre -filled injection pen,fremanezumab,N02CD03,'TEVA GmbH,Sz,0,1
Akistan 0.05 mg/ml solution eye drop 50 x - in bubble packaging,50 x - in bubble packaging,biperiden,N04AA02,'Laboratorio Farmaceutico SIT Srl.,V,0,1
Akistan 0.05 mg/ml solution eye drop 5 x 1 ml ampoule,5 x 1 ml ampoule,biperiden,N04AA02,'Laboratorio Farmaceutico SIT Srl.,V,0,1
Akistan 0.05 mg/ml solution eye drop 3 x 2.5 ml of drip tank,3 x 2.5 ml of drip tank,latanoprost,S01EE01,'Pharmaselect GmbH,J,0,1
Akistan Duo 0.05 mg/ml + 5 mg/ml solution eye drops 6 x 2.5 ml of drip tank,6 x 2.5 ml of drip tank,latanoprost,S01EE01,'Pharmaselect GmbH,J,0,1
Akistan Duo 0.05 mg/ml + 5 mg/ml solution eye drops 1 x 2.5 ml of drip container,1 x 2.5 ml of drip container,latanoprost,S01EE01,'Pharmaselect GmbH,J,0,1
Akief 50 micrograms/g cream 1 x 2.5 ml of drip container,1 x 2.5 ml of drip container,latanoprost; timolol maleate,S01ED51,'Pharmaselect GmbH,J,0,1
Akief 50 micrograms/g cream 3 x 2.5 ml of drip tank,3 x 2.5 ml of drip tank,latanoprost; timolol maleate,S01ED51,'Pharmaselect GmbH,J,0,1
Akief 50 micrograms/g cream 1 x 5 g in tube,1 x 5 g in tube,trifarotene,D10AD06,'Galderma International,Sz,0,1
Akief 50 micrograms/g cream 1 x 15 g in multi -dose container,1 x 15 g in multi -dose container,trifarotene,D10AD06,'Galderma International,Sz,0,1
Aklofep 100 mg film -coated tablets 1 x 30 g in a multi -dose container,1 x 30 g in a multi -dose container,trifarotene,D10AD06,'Galderma International,Sz,0,1
Aklofep 100 mg film -coated tablets 1 x 75 g in multi -dose container,1 x 75 g in multi -dose container,trifarotene,D10AD06,'Galderma International,Sz,0,1
Ak0ycin 20 mg/g ointment 30 x - in bubble packaging,30 x - in bubble packaging,aceclofenac,M01AB16,'Extractum-Pharma zrt.,V,0,1
Ak0ycin 20 mg/g external solution 60 x - in bubble packaging,60 x - in bubble packaging,aceclofenac,M01AB16,'Extractum-Pharma zrt.,V,0,1
Akneroxide 50 mg/g gel 1 x 25 g in al tube,1 x 25 g in al tube,erythromycin,D10AF02,'Almirall Hermal GmbH,V,0,1
Akneroxide 100 mg/g gel 1 x in 50 ml of glass,1 x in 50 ml of glass,erythromycin,D10AF02,'Almirall Hermal GmbH,V,0,1
AKSOLIN 400 mg/57 mg/5 ml powder for an oral suspension 1 x 50 g in tube,1 x 50 g in tube,benzoyl peroxyde,D10AE01,'Almirall Hermal GmbH,VN,0,1
AKSOLIN 400 mg/57 mg/5 ml powder for an oral suspension 1 x 35 ml of glass,1 x 35 ml of glass,"amoxicillin trihydrate; potassium clavulanate, diluted",J01CR02,'Richter Gedeon Nyrt.,V,0,1
AKSOLIN 400 mg/57 mg/5 ml powder for an oral suspension 1 x 70 ml of glass,1 x 70 ml of glass,"amoxicillin trihydrate; potassium clavulanate, diluted",J01CR02,'Richter Gedeon Nyrt.,V,0,1
